exp_name,family,model,dim,lr,epochs,seed,run_dir,val_precision@5,val_recall@5,val_ndcg@5,val_precision@10,val_recall@10,val_ndcg@10,val_precision@20,val_recall@20,val_ndcg@20,test_precision@5,test_recall@5,test_ndcg@5,test_precision@10,test_recall@10,test_ndcg@10,test_precision@20,test_recall@20,test_ndcg@20,benchmark_family,method,batch_size,num_episodes,horizon,avg_cumulative_reward,n,mismatch_scale,clip,ips,snips,dr,ips_low,ips_high,snips_low,snips_high,dr_low,dr_high
drr_lr0.001_bs256_s22,rl,,,0.001,,22.0,runs/drr_lr0.001_bs256_s22_20260309_185717,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,4.208340927091942,,,,,,,,,,,,
drr_lr0.001_bs256_s22,rl,,,0.001,,22.0,runs/drr_lr0.001_bs256_s22_20260309_185717,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,9.744317909036825,,,,,,,,,,,,
drr_lr0.001_bs256_s33,rl,,,0.001,,33.0,runs/drr_lr0.001_bs256_s33_20260309_185722,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.0671555646040287,,,,,,,,,,,,
drr_lr0.001_bs256_s33,rl,,,0.001,,33.0,runs/drr_lr0.001_bs256_s33_20260309_185722,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,2.714061278300731,,,,,,,,,,,,
drr_lr0.001_bs256_s33,rl,,,0.001,,33.0,runs/drr_lr0.001_bs256_s33_20260309_185722,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,4.8080588890949825,,,,,,,,,,,,
drr_lr0.001_bs256_s44,rl,,,0.001,,44.0,runs/drr_lr0.001_bs256_s44_20260309_185727,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,2.102901019632516,,,,,,,,,,,,
drr_lr0.001_bs256_s44,rl,,,0.001,,44.0,runs/drr_lr0.001_bs256_s44_20260309_185727,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,5.036049055216186,,,,,,,,,,,,
drr_lr0.001_bs256_s44,rl,,,0.001,,44.0,runs/drr_lr0.001_bs256_s44_20260309_185727,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,10.997122214279965,,,,,,,,,,,,
drr_lr0.001_bs256_s55,rl,,,0.001,,55.0,runs/drr_lr0.001_bs256_s55_20260309_185732,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.9220938198268038,,,,,,,,,,,,
drr_lr0.001_bs256_s55,rl,,,0.001,,55.0,runs/drr_lr0.001_bs256_s55_20260309_185732,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,4.250650906112438,,,,,,,,,,,,
drr_lr0.001_bs256_s55,rl,,,0.001,,55.0,runs/drr_lr0.001_bs256_s55_20260309_185732,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,7.4294222097454465,,,,,,,,,,,,
drr_lr0.0005_bs64_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs64_s11_20260309_185736,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.0441132807118159,,,,,,,,,,,,
drr_lr0.0005_bs64_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs64_s11_20260309_185736,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,3.356682671224958,,,,,,,,,,,,
drr_lr0.0005_bs64_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs64_s11_20260309_185736,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,6.525708004448852,,,,,,,,,,,,
drr_lr0.0005_bs64_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs64_s22_20260309_185741,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,2.053173520438822,,,,,,,,,,,,
drr_lr0.0005_bs64_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs64_s22_20260309_185741,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,4.473592573770864,,,,,,,,,,,,
drr_lr0.0005_bs64_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs64_s22_20260309_185741,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,9.321261005248612,,,,,,,,,,,,
drr_lr0.0005_bs64_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs64_s33_20260309_185746,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.5774829084884499,,,,,,,,,,,,
drr_lr0.0005_bs64_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs64_s33_20260309_185746,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,4.263244665761234,,,,,,,,,,,,
drr_lr0.0005_bs64_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs64_s33_20260309_185746,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,7.390031201529152,,,,,,,,,,,,
drr_lr0.0005_bs64_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs64_s44_20260309_185751,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.975556945814685,,,,,,,,,,,,
drr_lr0.0005_bs64_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs64_s44_20260309_185751,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,4.717688870671609,,,,,,,,,,,,
drr_lr0.0005_bs64_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs64_s44_20260309_185751,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,10.201221752918526,,,,,,,,,,,,
drr_lr0.0005_bs64_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs64_s55_20260309_185756,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,0.5637352055908561,,,,,,,,,,,,
drr_lr0.0005_bs64_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs64_s55_20260309_185756,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,2.0290328901854258,,,,,,,,,,,,
drr_lr0.0005_bs64_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs64_s55_20260309_185756,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,3.4396823608397358,,,,,,,,,,,,
drr_lr0.0005_bs128_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs128_s11_20260309_185801,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.0441132807118159,,,,,,,,,,,,
drr_lr0.0005_bs128_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs128_s11_20260309_185801,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.356682671224958,,,,,,,,,,,,
drr_lr0.0005_bs128_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs128_s11_20260309_185801,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,6.525708004448852,,,,,,,,,,,,
drr_lr0.0005_bs128_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs128_s22_20260309_185806,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.7103683353138615,,,,,,,,,,,,
drr_lr0.0005_bs128_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs128_s22_20260309_185806,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.916104940751891,,,,,,,,,,,,
drr_lr0.0005_bs128_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs128_s22_20260309_185806,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,8.731501839847148,,,,,,,,,,,,
drr_lr0.0005_bs128_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs128_s33_20260309_185811,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.30326683549739,,,,,,,,,,,,
drr_lr0.0005_bs128_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs128_s33_20260309_185811,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.599478544150836,,,,,,,,,,,,
drr_lr0.0005_bs128_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs128_s33_20260309_185811,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,6.283754332178489,,,,,,,,,,,,
drr_lr0.0005_bs128_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs128_s44_20260309_185815,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,2.102901019632516,,,,,,,,,,,,
drr_lr0.0005_bs128_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs128_s44_20260309_185815,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,5.036049055216186,,,,,,,,,,,,
drr_lr0.0005_bs128_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs128_s44_20260309_185815,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,10.997122214279965,,,,,,,,,,,,
drr_lr0.0005_bs128_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs128_s55_20260309_185820,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.9220938198268038,,,,,,,,,,,,
drr_lr0.0005_bs128_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs128_s55_20260309_185820,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,4.250650906112438,,,,,,,,,,,,
drr_lr0.0005_bs128_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs128_s55_20260309_185820,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,7.4294222097454465,,,,,,,,,,,,
drr_lr0.0005_bs256_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs256_s11_20260309_185825,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.5996838195526115,,,,,,,,,,,,
drr_lr0.0005_bs256_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs256_s11_20260309_185825,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,4.277999285810412,,,,,,,,,,,,
drr_lr0.0005_bs256_s11,rl,,,0.0005,,11.0,runs/drr_lr0.0005_bs256_s11_20260309_185825,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,9.010707717429902,,,,,,,,,,,,
drr_lr0.0005_bs256_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs256_s22_20260309_185830,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.6651036031738315,,,,,,,,,,,,
drr_lr0.0005_bs256_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs256_s22_20260309_185830,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,3.908478542618556,,,,,,,,,,,,
drr_lr0.0005_bs256_s22,rl,,,0.0005,,22.0,runs/drr_lr0.0005_bs256_s22_20260309_185830,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,8.97627442505567,,,,,,,,,,,,
drr_lr0.0005_bs256_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs256_s33_20260309_185835,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,0.8470330945899789,,,,,,,,,,,,
drr_lr0.0005_bs256_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs256_s33_20260309_185835,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,2.7260895670739056,,,,,,,,,,,,
drr_lr0.0005_bs256_s33,rl,,,0.0005,,33.0,runs/drr_lr0.0005_bs256_s33_20260309_185835,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,5.293956841187369,,,,,,,,,,,,
drr_lr0.0005_bs256_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs256_s44_20260309_185840,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,2.0866638249205196,,,,,,,,,,,,
drr_lr0.0005_bs256_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs256_s44_20260309_185840,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,4.932187446093611,,,,,,,,,,,,
drr_lr0.0005_bs256_s44,rl,,,0.0005,,44.0,runs/drr_lr0.0005_bs256_s44_20260309_185840,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,10.895639747329993,,,,,,,,,,,,
drr_lr0.0005_bs256_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs256_s55_20260309_185845,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.9506036866794585,,,,,,,,,,,,
drr_lr0.0005_bs256_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs256_s55_20260309_185845,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,4.338658108064697,,,,,,,,,,,,
drr_lr0.0005_bs256_s55,rl,,,0.0005,,55.0,runs/drr_lr0.0005_bs256_s55_20260309_185845,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,7.691271551677655,,,,,,,,,,,,
drr_lr0.002_bs64_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs64_s11_20260309_185850,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.800555469339989,,,,,,,,,,,,
drr_lr0.002_bs64_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs64_s11_20260309_185850,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,5.7119650908536705,,,,,,,,,,,,
drr_lr0.002_bs64_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs64_s11_20260309_185850,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,11.253471683374933,,,,,,,,,,,,
drr_lr0.002_bs64_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs64_s22_20260309_185854,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,2.1886630053613896,,,,,,,,,,,,
drr_lr0.002_bs64_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs64_s22_20260309_185854,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,5.078493227094135,,,,,,,,,,,,
drr_lr0.002_bs64_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs64_s22_20260309_185854,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,11.498954991098927,,,,,,,,,,,,
drr_lr0.002_bs64_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs64_s33_20260309_185859,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.5765396973794648,,,,,,,,,,,,
drr_lr0.002_bs64_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs64_s33_20260309_185859,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,4.899768960211786,,,,,,,,,,,,
drr_lr0.002_bs64_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs64_s33_20260309_185859,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,9.853373108621659,,,,,,,,,,,,
drr_lr0.002_bs64_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs64_s44_20260309_185904,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,1.8316886313553105,,,,,,,,,,,,
drr_lr0.002_bs64_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs64_s44_20260309_185904,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,4.483905524728696,,,,,,,,,,,,
drr_lr0.002_bs64_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs64_s44_20260309_185904,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,9.931481988575053,,,,,,,,,,,,
drr_lr0.002_bs64_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs64_s55_20260309_185909,,,,,,,,,,,,,,,,,,,rl,drr,64.0,50.0,20.0,0.6159112359830121,,,,,,,,,,,,
drr_lr0.002_bs64_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs64_s55_20260309_185909,,,,,,,,,,,,,,,,,,,rl,drr,64.0,100.0,50.0,2.191317119805947,,,,,,,,,,,,
drr_lr0.002_bs64_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs64_s55_20260309_185909,,,,,,,,,,,,,,,,,,,rl,drr,64.0,200.0,100.0,3.7657825507907114,,,,,,,,,,,,
drr_lr0.002_bs128_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs128_s11_20260309_185914,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.0441132807118159,,,,,,,,,,,,
drr_lr0.002_bs128_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs128_s11_20260309_185914,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.356682671224958,,,,,,,,,,,,
drr_lr0.002_bs128_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs128_s11_20260309_185914,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,6.525708004448852,,,,,,,,,,,,
drr_lr0.002_bs128_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs128_s22_20260309_185919,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.4591676095722772,,,,,,,,,,,,
drr_lr0.002_bs128_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs128_s22_20260309_185919,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.517558318482969,,,,,,,,,,,,
drr_lr0.002_bs128_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs128_s22_20260309_185919,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,8.25362667172505,,,,,,,,,,,,
drr_lr0.002_bs128_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs128_s33_20260309_185924,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,1.0552545659791044,,,,,,,,,,,,
drr_lr0.002_bs128_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs128_s33_20260309_185924,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,3.4515212047926003,,,,,,,,,,,,
drr_lr0.002_bs128_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs128_s33_20260309_185924,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,6.5953410373694075,,,,,,,,,,,,
drr_lr0.002_bs128_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs128_s44_20260309_185929,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,2.3917800134699068,,,,,,,,,,,,
drr_lr0.002_bs128_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs128_s44_20260309_185929,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,5.758246539809663,,,,,,,,,,,,
drr_lr0.002_bs128_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs128_s44_20260309_185929,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,12.802615925763659,,,,,,,,,,,,
drr_lr0.002_bs128_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs128_s55_20260309_185933,,,,,,,,,,,,,,,,,,,rl,drr,128.0,50.0,20.0,0.589210528502961,,,,,,,,,,,,
drr_lr0.002_bs128_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs128_s55_20260309_185933,,,,,,,,,,,,,,,,,,,rl,drr,128.0,100.0,50.0,2.1245653511058187,,,,,,,,,,,,
drr_lr0.002_bs128_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs128_s55_20260309_185933,,,,,,,,,,,,,,,,,,,rl,drr,128.0,200.0,100.0,3.598903129040391,,,,,,,,,,,,
drr_lr0.002_bs256_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs256_s11_20260309_185938,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.0253637649952623,,,,,,,,,,,,
drr_lr0.002_bs256_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs256_s11_20260309_185938,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,3.3098088819335745,,,,,,,,,,,,
drr_lr0.002_bs256_s11,rl,,,0.002,,11.0,runs/drr_lr0.002_bs256_s11_20260309_185938,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,6.408523531220394,,,,,,,,,,,,
drr_lr0.002_bs256_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs256_s22_20260309_185943,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.4622317806958764,,,,,,,,,,,,
drr_lr0.002_bs256_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs256_s22_20260309_185943,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,3.4086539955427457,,,,,,,,,,,,
drr_lr0.002_bs256_s22,rl,,,0.002,,22.0,runs/drr_lr0.002_bs256_s22_20260309_185943,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,7.745100580163837,,,,,,,,,,,,
drr_lr0.002_bs256_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs256_s33_20260309_185948,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,1.2604999328131266,,,,,,,,,,,,
drr_lr0.002_bs256_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs256_s33_20260309_185948,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,3.5923019439416173,,,,,,,,,,,,
drr_lr0.002_bs256_s33,rl,,,0.002,,33.0,runs/drr_lr0.002_bs256_s33_20260309_185948,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,6.016461190401845,,,,,,,,,,,,
drr_lr0.002_bs256_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs256_s44_20260309_185953,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,2.2627749300334385,,,,,,,,,,,,
drr_lr0.002_bs256_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs256_s44_20260309_185953,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,5.435733831218492,,,,,,,,,,,,
drr_lr0.002_bs256_s44,rl,,,0.002,,44.0,runs/drr_lr0.002_bs256_s44_20260309_185953,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,11.996334154285732,,,,,,,,,,,,
drr_lr0.002_bs256_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs256_s55_20260309_185958,,,,,,,,,,,,,,,,,,,rl,drr,256.0,50.0,20.0,0.4259348352143529,,,,,,,,,,,,
drr_lr0.002_bs256_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs256_s55_20260309_185958,,,,,,,,,,,,,,,,,,,rl,drr,256.0,100.0,50.0,1.5122815012735389,,,,,,,,,,,,
drr_lr0.002_bs256_s55,rl,,,0.002,,55.0,runs/drr_lr0.002_bs256_s55_20260309_185958,,,,,,,,,,,,,,,,,,,rl,drr,256.0,200.0,100.0,2.5784300459865914,,,,,,,,,,,,
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,1e-06,0.13895616923567852,0.49695017132277003,0.49994290398647123,0.12913475817238562,0.14937371605156202,0.4695950944446028,0.5242898405313433,0.4742764514748209,0.5257526906939006
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,0.0001,0.13895616923567852,0.49695017132277003,0.49994290398647123,0.1292095771234434,0.14757087067343655,0.4718503541958009,0.522519677564668,0.4697986361799065,0.5224864354964582
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,0.001,0.13895616923567852,0.49695017132277003,0.49994290398647123,0.1277245693181825,0.1492481346449326,0.4657361585589858,0.5220591455726753,0.47634078063885454,0.5246209984004933
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,0.01,0.13894659784758825,0.4969359401557031,0.49994310329039243,0.1298240416990251,0.14884102383913356,0.46993899684407014,0.5242818585880212,0.47194254978262573,0.5232031939886378
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,0.05,0.13886101942853799,0.4969365030022448,0.49994236370432127,0.1291259784827464,0.149404462264962,0.46666658055263605,0.5191077267111004,0.4720236014525131,0.5211392034982415
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,0.5,0.1,0.13811023940150685,0.4967399713363199,0.49994187129273043,0.1287132713092448,0.14734723729981852,0.46563726918536924,0.5226395335473358,0.4716867275132945,0.5227739300457412
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,1e-06,0.49264752482548774,0.49264752482548774,0.5017255960116608,0.4708711704269642,0.5190351461649827,0.4708711704269642,0.5190351461649827,0.4752570582991593,0.5274385504636947
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,0.0001,0.49264752482548774,0.49264752482548774,0.5017255960116608,0.46843226134348476,0.5156307334936757,0.46843226134348476,0.5156307334936757,0.47529087413553617,0.5269381575503301
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,0.001,0.49264752482548774,0.49264752482548774,0.5017255960116608,0.46938327000610996,0.5174015158848774,0.46938327000610996,0.5174015158848774,0.47578457684580655,0.524407134660798
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,0.01,0.4925563492810339,0.49260174600821466,0.5017247121171858,0.46828299580982036,0.5143873708755462,0.46836932288658445,0.5144371610004934,0.47704058640057995,0.5245180935323347
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,0.05,0.4864848475017741,0.4919781639326401,0.5015906076615908,0.4596365326837352,0.5106757662165682,0.4664464507226283,0.5162344424009615,0.4760304424063799,0.5237017283458041
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,1.0,0.1,0.47221492947637217,0.49036441352666227,0.5013404233559854,0.45155480716311813,0.4994128467289819,0.4664723993008035,0.5155196396662264,0.4761506776499496,0.5256868373645618
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,2.0,1e-06,1.1341198994026755,0.4962134578409088,0.4964443912209565,1.0561899701788564,1.2053443774552444,0.46802041746616624,0.5228402402450787,0.4703993937441318,0.5183885177872576
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,2.0,0.0001,1.1341198994026755,0.4962134578409088,0.4964443912209565,1.050329557679388,1.2237996876224888,0.468446403257675,0.5282728366975727,0.4725067400266714,0.5208780593129939
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,2.0,0.001,1.1341198994026755,0.4962134578409088,0.4964443912209565,1.0590131955683793,1.2310799126741554,0.46829162383588435,0.5330037104750996,0.47118596013450875,0.5220727295014908
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,2.0,0.01,1.130279487185424,0.4955988747349281,0.4961842047457826,1.0673518014576624,1.2032993391887379,0.47001848763574033,0.5212655303242264,0.47054697403053003,0.5252610226795775
,ope,,,,,,,,,,,,,,,,,,,,,,,,,ope,,,,,,500.0,2.0,0.05,1.0815524110447963,0.49788217699502973,0.49716707584200354,1.0193661083227334,1.1414716348711633,0.4745065468118544,0.5237735508904038,0.47461507917694723,0.5208346629825323
